"jhi_year","module_name","pedagogy","printing","exam"
2022,"Business Management IB","BLENDED","NONE","ONLINE"
2024,"Business Management IB","BLENDED","NONE","ONLINE"
2016,"Explosives IB","BLENDED","NONE","ONLINE"
2021,"Explosives IB","BLENDED","NONE","ONLINE"
2026,"Explosives IB","BLENDED","NONE","ONLINE"
2017,"Explosives IB","BLENDED","NONE","ONLINE"
2015,"Explosives IB","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Explosives IB","BLENDED","NONE","ONLINE"
2025,"Explosives IB","BLENDED","NONE","ONLINE"
2018,"Explosives IB","BLENDED","NONE","VENUE"
2023,"Explosives IB","BLENDED","NONE","ONLINE"
2019,"Explosives IB","BLENDED","NONE","ONLINE"
2022,"Explosives IB","BLENDED","NONE","ONLINE"
2024,"Explosives IB","BLENDED","NONE","ONLINE"
2016,"Management IB","BLENDED","NONE","ONLINE"
2021,"Management IB","BLENDED","NONE","ONLINE"
2026,"Management IB","BLENDED","NONE","ONLINE"
2017,"Management IB","BLENDED","NONE","VENUE"
2015,"Management IB","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Management IB","BLENDED","NONE","ONLINE"
2025,"Management IB","BLENDED","NONE","ONLINE"
2018,"Management IB","BLENDED","NONE","ONLINE"
2023,"Management IB","BLENDED","NONE","ONLINE"
2019,"Management IB","BLENDED","NONE","ONLINE"
2022,"Management IB","BLENDED","NONE","ONLINE"
2024,"Management IB","BLENDED","NONE","ONLINE"
2016,"Quality Management IB","BLENDED","NONE","ONLINE"
2021,"Quality Management IB","BLENDED","NONE","ONLINE"
2026,"Quality Management IB","BLENDED","NONE","ONLINE"
2017,"Quality Management IB","BLENDED","NONE","VENUE"
2015,"Quality Management IB","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Quality Management IB","BLENDED","NONE","ONLINE"
2025,"Quality Management IB","BLENDED","NONE","ONLINE"
2018,"Quality Management IB","BLENDED","NONE","ONLINE"
2023,"Quality Management IB","BLENDED","NONE","ONLINE"
2019,"Quality Management IB","BLENDED","NONE","ONLINE"
2022,"Quality Management IB","BLENDED","NONE","ONLINE"
2024,"Quality Management IB","BLENDED","NONE","ONLINE"
2016,"Business Management IIA","BLENDED","NONE","VENUE"
2021,"Business Management IIA","BLENDED","NONE","ONLINE"
2026,"Business Management IIA","BLENDED","NONE","ONLINE"
2017,"Business Management IIA","BLENDED","NONE","ONLINE"
2015,"Business Management IIA","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Business Management IIA","BLENDED","NONE","ONLINE"
2025,"Business Management IIA","BLENDED","NONE","ONLINE"
2018,"Business Management IIA","BLENDED","NONE","ONLINE"
2023,"Business Management IIA","BLENDED","NONE","ONLINE"
2019,"Business Management IIA","BLENDED","NONE","ONLINE"
2022,"Business Management IIA","BLENDED","NONE","ONLINE"
2024,"Business Management IIA","BLENDED","NONE","ONLINE"
2016,"Explosives II","BLENDED","NONE","ONLINE"
2021,"Explosives II","BLENDED","NONE","ONLINE"
2026,"Explosives II","BLENDED","NONE","ONLINE"
2017,"Explosives II","BLENDED","NONE","ONLINE"
2015,"Explosives II","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Explosives II","BLENDED","NONE","ONLINE"
2025,"Explosives II","BLENDED","NONE","ONLINE"
2018,"Explosives II","BLENDED","NONE","VENUE"
2023,"Explosives II","BLENDED","NONE","ONLINE"
2019,"Explosives II","BLENDED","NONE","ONLINE"
2022,"Explosives II","BLENDED","NONE","ONLINE"
2024,"Explosives II","BLENDED","NONE","ONLINE"
2016,"Management IIA","BLENDED","NONE","ONLINE"
2021,"Management IIA","BLENDED","NONE","ONLINE"
2026,"Management IIA","BLENDED","NONE","ONLINE"
2017,"Management IIA","BLENDED","NONE","VENUE"
2015,"Management IIA","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Management IIA","BLENDED","NONE","ONLINE"
2025,"Management IIA","BLENDED","NONE","ONLINE"
2018,"Management IIA","BLENDED","NONE","ONLINE"
2023,"Management IIA","BLENDED","NONE","ONLINE"
2019,"Management IIA","BLENDED","NONE","ONLINE"
2022,"Management IIA","BLENDED","NONE","ONLINE"
2024,"Management IIA","BLENDED","NONE","ONLINE"
2016,"General Management","BLENDED","NONE","VENUE"
2021,"General Management","BLENDED","NONE","ONLINE"
2026,"General Management","BLENDED","NONE","ONLINE"
2017,"General Management","BLENDED","NONE","ONLINE"
2015,"General Management","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"General Management","BLENDED","NONE","ONLINE"
2025,"General Management","BLENDED","NONE","ONLINE"
2018,"General Management","BLENDED","NONE","ONLINE"
2023,"General Management","BLENDED","NONE","ONLINE"
2019,"General Management","BLENDED","NONE","ONLINE"
2022,"General Management","BLENDED","NONE","ONLINE"
2024,"General Management","BLENDED","NONE","ONLINE"
2016,"Business Management IIB","BLENDED","NONE","VENUE"
2021,"Business Management IIB","BLENDED","NONE","ONLINE"
2026,"Business Management IIB","BLENDED","NONE","ONLINE"
2017,"Business Management IIB","BLENDED","NONE","ONLINE"
2015,"Business Management IIB","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Business Management IIB","BLENDED","NONE","ONLINE"
2025,"Business Management IIB","BLENDED","NONE","ONLINE"
2018,"Business Management IIB","BLENDED","NONE","ONLINE"
2023,"Business Management IIB","BLENDED","NONE","ONLINE"
2019,"Business Management IIB","BLENDED","NONE","ONLINE"
2022,"Business Management IIB","BLENDED","NONE","ONLINE"
2024,"Business Management IIB","BLENDED","NONE","ONLINE"
2016,"Management IIB","BLENDED","NONE","ONLINE"
2021,"Management IIB","BLENDED","NONE","ONLINE"
2026,"Management IIB","BLENDED","NONE","ONLINE"
2017,"Management IIB","BLENDED","NONE","ONLINE"
2015,"Management IIB","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Management IIB","BLENDED","NONE","VENUE"
2025,"Management IIB","BLENDED","NONE","ONLINE"
2018,"Management IIB","BLENDED","NONE","ONLINE"
2023,"Management IIB","BLENDED","NONE","ONLINE"
2019,"Management IIB","BLENDED","NONE","ONLINE"
2022,"Management IIB","BLENDED","NONE","ONLINE"
2024,"Management IIB","BLENDED","NONE","ONLINE"
2016,"Contemporary Management Issues","BLENDED","NONE","VENUE"
2021,"Contemporary Management Issues","BLENDED","NONE","ONLINE"
2026,"Contemporary Management Issues","BLENDED","NONE","ONLINE"
2017,"Contemporary Management Issues","BLENDED","NONE","ONLINE"
2015,"Contemporary Management Issues","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Contemporary Management Issues","BLENDED","NONE","ONLINE"
2025,"Contemporary Management Issues","BLENDED","NONE","ONLINE"
2018,"Contemporary Management Issues","BLENDED","NONE","ONLINE"
2023,"Contemporary Management Issues","BLENDED","NONE","ONLINE"
2019,"Contemporary Management Issues","BLENDED","NONE","ONLINE"
2022,"Contemporary Management Issues","BLENDED","NONE","ONLINE"
2024,"Contemporary Management Issues","BLENDED","NONE","ONLINE"
2016,"SHE Management IIA","ONLINE","NONE","VENUE"
2021,"SHE Management IIA","ONLINE","NONE","VENUE"
2026,"SHE Management IIA","ONLINE","NONE","VENUE"
2017,"SHE Management IIA","ONLINE","NONE","VENUE"
2015,"SHE Management IIA","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"SHE Management IIA","BLENDED","NONE","VENUE"
2025,"SHE Management IIA","ONLINE","NONE","VENUE"
2018,"SHE Management IIA","ONLINE","NONE","VENUE"
2023,"SHE Management IIA","ONLINE","NONE","VENUE"
2019,"SHE Management IIA","ONLINE","NONE","VENUE"
2022,"SHE Management IIA","ONLINE","NONE","VENUE"
2024,"SHE Management IIA","ONLINE","NONE","VENUE"
2016,"SHE Management IIB","ONLINE","NONE","VENUE"
2021,"SHE Management IIB","ONLINE","NONE","VENUE"
2026,"SHE Management IIB","ONLINE","NONE","VENUE"
2017,"SHE Management IIB","ONLINE","NONE","VENUE"
2015,"SHE Management IIB","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"SHE Management IIB","BLENDED","NONE","VENUE"
2025,"SHE Management IIB","ONLINE","NONE","VENUE"
2018,"SHE Management IIB","ONLINE","NONE","VENUE"
2023,"SHE Management IIB","ONLINE","NONE","VENUE"
2019,"SHE Management IIB","ONLINE","NONE","VENUE"
2022,"SHE Management IIB","ONLINE","NONE","VENUE"
2024,"SHE Management IIB","ONLINE","NONE","VENUE"
2016,"Business Management IIIA","ONLINE","NONE","VENUE"
2021,"Business Management IIIA","ONLINE","NONE","VENUE"
2026,"Business Management IIIA","ONLINE","NONE","VENUE"
2017,"Business Management IIIA","ONLINE","NONE","VENUE"
2015,"Business Management IIIA","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Business Management IIIA","BLENDED","NONE","VENUE"
2025,"Business Management IIIA","ONLINE","NONE","VENUE"
2018,"Business Management IIIA","ONLINE","NONE","VENUE"
2023,"Business Management IIIA","ONLINE","NONE","VENUE"
2019,"Business Management IIIA","ONLINE","NONE","VENUE"
2022,"Business Management IIIA","ONLINE","NONE","VENUE"
2024,"Business Management IIIA","ONLINE","NONE","VENUE"
2016,"Explosives Industrial Practice IIIA","ONLINE","NONE","VENUE"
2021,"Explosives Industrial Practice IIIA","ONLINE","NONE","VENUE"
2026,"Explosives Industrial Practice IIIA","ONLINE","NONE","VENUE"
2017,"Explosives Industrial Practice IIIA","ONLINE","NONE","VENUE"
2015,"Explosives Industrial Practice IIIA","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Explosives Industrial Practice IIIA","BLENDED","NONE","VENUE"
2025,"Explosives Industrial Practice IIIA","ONLINE","NONE","VENUE"
2018,"Explosives Industrial Practice IIIA","ONLINE","NONE","VENUE"
2023,"Explosives Industrial Practice IIIA","ONLINE","NONE","VENUE"
2019,"Explosives Industrial Practice IIIA","ONLINE","NONE","VENUE"
2022,"Explosives Industrial Practice IIIA","ONLINE","NONE","VENUE"
2024,"Explosives Industrial Practice IIIA","ONLINE","NONE","VENUE"
2016,"Explosives IIIA","ONLINE","NONE","VENUE"
2021,"Explosives IIIA","ONLINE","NONE","VENUE"
2026,"Explosives IIIA","ONLINE","NONE","VENUE"
2017,"Explosives IIIA","ONLINE","NONE","VENUE"
2015,"Explosives IIIA","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Explosives IIIA","ONLINE","NONE","VENUE"
2025,"Explosives IIIA","ONLINE","NONE","VENUE"
2018,"Explosives IIIA","BLENDED","NONE","VENUE"
2023,"Explosives IIIA","ONLINE","NONE","VENUE"
2019,"Explosives IIIA","ONLINE","NONE","VENUE"
2022,"Explosives IIIA","ONLINE","NONE","VENUE"
2024,"Explosives IIIA","ONLINE","NONE","VENUE"
2016,"Management IIIA","ONLINE","NONE","VENUE"
2021,"Management IIIA","ONLINE","NONE","VENUE"
2026,"Management IIIA","ONLINE","NONE","VENUE"
2017,"Management IIIA","ONLINE","NONE","VENUE"
2015,"Management IIIA","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Management IIIA","BLENDED","NONE","VENUE"
2025,"Management IIIA","ONLINE","NONE","VENUE"
2018,"Management IIIA","ONLINE","NONE","VENUE"
2023,"Management IIIA","ONLINE","NONE","VENUE"
2019,"Management IIIA","ONLINE","NONE","VENUE"
2022,"Management IIIA","ONLINE","NONE","VENUE"
2024,"Management IIIA","ONLINE","NONE","VENUE"
2016,"Strategic Planning IIIA","ONLINE","NONE","VENUE"
2021,"Strategic Planning IIIA","ONLINE","NONE","VENUE"
2026,"Strategic Planning IIIA","ONLINE","NONE","VENUE"
2017,"Strategic Planning IIIA","ONLINE","NONE","VENUE"
2015,"Strategic Planning IIIA","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Strategic Planning IIIA","BLENDED","NONE","VENUE"
2025,"Strategic Planning IIIA","ONLINE","NONE","VENUE"
2018,"Strategic Planning IIIA","ONLINE","NONE","VENUE"
2023,"Strategic Planning IIIA","ONLINE","NONE","VENUE"
2019,"Strategic Planning IIIA","ONLINE","NONE","VENUE"
2022,"Strategic Planning IIIA","ONLINE","NONE","VENUE"
2024,"Strategic Planning IIIA","ONLINE","NONE","VENUE"
2016,"Global Business Environment","ONLINE","NONE","VENUE"
2021,"Global Business Environment","ONLINE","NONE","VENUE"
2026,"Global Business Environment","ONLINE","NONE","VENUE"
2017,"Global Business Environment","ONLINE","NONE","VENUE"
2015,"Global Business Environment","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Global Business Environment","BLENDED","NONE","VENUE"
2025,"Global Business Environment","ONLINE","NONE","VENUE"
2018,"Global Business Environment","ONLINE","NONE","VENUE"
2023,"Global Business Environment","ONLINE","NONE","VENUE"
2019,"Global Business Environment","ONLINE","NONE","VENUE"
2022,"Global Business Environment","ONLINE","NONE","VENUE"
2024,"Global Business Environment","ONLINE","NONE","VENUE"
2016,"Corporate Citizenship","ONLINE","NONE","VENUE"
2021,"Corporate Citizenship","ONLINE","NONE","VENUE"
2026,"Corporate Citizenship","ONLINE","NONE","VENUE"
2017,"Corporate Citizenship","ONLINE","NONE","VENUE"
2015,"Corporate Citizenship","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Corporate Citizenship","BLENDED","NONE","VENUE"
2025,"Corporate Citizenship","ONLINE","NONE","VENUE"
2018,"Corporate Citizenship","ONLINE","NONE","VENUE"
2023,"Corporate Citizenship","ONLINE","NONE","VENUE"
2019,"Corporate Citizenship","ONLINE","NONE","VENUE"
2022,"Corporate Citizenship","ONLINE","NONE","VENUE"
2024,"Corporate Citizenship","ONLINE","NONE","VENUE"
2016,"Quality Management Systems IIIA","ONLINE","NONE","VENUE"
2021,"Quality Management Systems IIIA","ONLINE","NONE","VENUE"
2026,"Quality Management Systems IIIA","ONLINE","NONE","VENUE"
2017,"Quality Management Systems IIIA","ONLINE","NONE","VENUE"
2015,"Quality Management Systems IIIA","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Quality Management Systems IIIA","BLENDED","NONE","VENUE"
2025,"Quality Management Systems IIIA","ONLINE","NONE","VENUE"
2018,"Quality Management Systems IIIA","ONLINE","NONE","VENUE"
2023,"Quality Management Systems IIIA","ONLINE","NONE","VENUE"
2019,"Quality Management Systems IIIA","ONLINE","NONE","VENUE"
2022,"Quality Management Systems IIIA","ONLINE","NONE","VENUE"
2024,"Quality Management Systems IIIA","ONLINE","NONE","VENUE"
2016,"Business Management IIIB","ONLINE","NONE","VENUE"
2021,"Business Management IIIB","ONLINE","NONE","VENUE"
2026,"Business Management IIIB","ONLINE","NONE","VENUE"
2017,"Business Management IIIB","ONLINE","NONE","VENUE"
2015,"Business Management IIIB","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Business Management IIIB","BLENDED","NONE","VENUE"
2025,"Business Management IIIB","ONLINE","NONE","VENUE"
2018,"Business Management IIIB","ONLINE","NONE","VENUE"
2023,"Business Management IIIB","ONLINE","NONE","VENUE"
2019,"Business Management IIIB","ONLINE","NONE","VENUE"
2022,"Business Management IIIB","ONLINE","NONE","VENUE"
2024,"Business Management IIIB","ONLINE","NONE","VENUE"
2016,"Explosives Industrial Practice IIIB","ONLINE","NONE","VENUE"
2021,"Explosives Industrial Practice IIIB","ONLINE","NONE","VENUE"
2026,"Explosives Industrial Practice IIIB","ONLINE","NONE","VENUE"
2017,"Explosives Industrial Practice IIIB","ONLINE","NONE","VENUE"
2015,"Explosives Industrial Practice IIIB","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"Explosives Industrial Practice IIIB","BLENDED","NONE","VENUE"
2025,"Explosives Industrial Practice IIIB","ONLINE","NONE","VENUE"
2018,"Explosives Industrial Practice IIIB","ONLINE","NONE","VENUE"
2023,"Explosives Industrial Practice IIIB","ONLINE","NONE","VENUE"
2019,"Explosives Industrial Practice IIIB","ONLINE","NONE","VENUE"
2022,"Explosives Industrial Practice IIIB","ONLINE","NONE","VENUE"
2024,"Explosives Industrial Practice IIIB","ONLINE","NONE","VENUE"
2016,"Explosives IIIB","ONLINE","NONE","VENUE"
2021,"Explosives IIIB","ONLINE","NONE","VENUE"
2026,"Explosives IIIB","ONLINE","NONE","VENUE"
